Año,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2015,4,0.00,0.00,0.00,0.00,3.40,7.30,0.00,6.30,3.00,6.40,8.20,4.20,89.30,36.40,72.60,10.90,1.40,11.20,15.40,8.80,0.00,12.20,35.90,2.80,1.60,0.00,0.00,0.00,0.50,5.20,NaN
2015,5,10.40,0.10,0.40,0.30,0.00,0.10,9.00,55.80,65.70,98.00,62.90,12.30,10.80,15.70,26.80,74.30,0.20,8.30,16.90,39.10,30.20,13.60,39.70,262.40,17.50,67.30,66.80,0.00,0.00,0.00,0.00
2015,6,6.40,19.00,2.50,0.20,0.00,3.10,8.10,0.30,34.90,6.10,0.00,0.00,0.00,1.00,0.20,33.10,8.40,1.00,10.70,43.40,61.80,42.00,38.70,1.00,2.40,20.20,58.00,16.40,19.70,28.60,NaN
2015,7,8.30,2.00,4.40,37.30,4.10,39.20,164.00,39.60,9.80,6.20,62.50,32.40,0.10,17.50,8.90,7.40,116.60,20.00,0.00,18.70,0.00,3.30,13.90,10.40,91.80,22.70,6.70,54.70,5.90,19.00,2.90
2015,8,0.40,22.00,34.90,29.10,11.60,35.40,10.40,1.70,8.50,7.50,0.10,7.00,3.60,10.00,0.10,15.80,4.90,17.00,22.30,0.10,38.70,0.20,11.80,10.50,0.00,0.00,12.00,0.00,2.30,1.80,0.00
2015,9,19.20,16.50,3.30,0.00,23.70,13.20,1.00,61.40,46.00,11.20,0.30,0.00,0.10,2.50,1.50,27.80,0.00,0.00,16.20,0.00,8.00,38.30,88.10,16.90,0.10,0.00,1.60,0.00,0.90,38.10,NaN
2015,10,0.10,4.00,0.00,0.00,15.40,12.90,0.30,0.00,0.60,40.80,0.80,0.30,0.10,0.10,0.20,0.40,0.00,0.00,0.00,0.00,35.60,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,2.80
2015,11,0.00,0.00,0.00,0.80,0.00,0.00,20.30,4.10,0.00,3.10,1.00,0.50,9.20,39.10,0.70,7.70,3.80,2.20,0.00,55.50,2.10,52.50,27.00,0.80,14.30,25.50,1.30,1.00,7.80,10.30,NaN
2015,12,9.80,0.00,0.00,0.30,52.60,13.90,3.20,6.60,1.10,0.00,0.00,0.00,10.80,0.00,0.00,0.00,0.00,0.00,18.10,46.40,34.40,2.70,14.10,14.00,47.70,50.10,6.70,1.80,0.00,5.50,12.10
2016,1,5.30,0.10,0.20,0.10,2.30,2.40,1.00,0.00,0.00,0.80,0.00,0.00,9.10,1.90,0.30,0.00,2.20,0.00,1.70,2.30,14.30,0.00,0.10,54.40,25.90,2.20,0.20,0.00,0.00,35.30,11.90
