Año,Mes,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
2014,10,1.2,0.4,3.8,0,0.1,18.1,15.6,9,1.1,6.7,1.6,39.8,61,6.1,3.1,13.3,32.1,30,5.8,42.7,2.2,2.9,0.1,5.3,7.1,1.1,0.3,9.4,13.1,13.5,26.2
2014,11,42,0.3,0.8,2.9,0.3,0.5,0,4.8,0.6,11.5,11.3,21.4,0,2.9,0,1.4,0.3,0,0,0.6,0.1,0,0,0.7,2.7,0.1,2.4,0,0,0,NaN
2014,12,0,0,0,0.6,0.9,0.5,0,0,0,0,0,0.4,2.2,0.3,0,0,0.1,0.3,0,0,0,0,0,0,0,0,0,0,0.5,0,0
2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,2,0,0,0,0,0,0,0,0,0.8,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN
2015,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
2015,4,0,0,0,0,0,0,0,0,0,0,0,0,1.4,0,0,0,0,0,0,0,7,0,0.1,0,0,0,0.6,0.1,0.2,2.5,NaN
2015,5,0.4,0,0,0.2,0,8.7,10.3,0,0,0,0,0,0,0,0,25.4,6.4,0,3.9,3,0,9.7,0,14.1,0.7,9.9,0,0,0,14,0
2015,6,15.3,0,33.1,63.3,25.6,0.4,6.1,4.1,8.7,9.3,2.5,14.3,0,0,0,0,0,0,0,0,8.5,1.8,0,0,0,4.3,2.4,0,0.4,0,NaN
2015,7,0,0,0,0,0.7,16.9,19.3,4.4,4.7,21.1,1.7,7.6,35.4,1.5,0,10.9,2.5,42,10.9,0,0,1,0.7,0.1,0,0,0,0.3,10.4,0,0
2015,8,12.5,0,0,0,0,0,0,8.8,0,13.6,22.8,0,0,5.7,0.5,0.2,0,0,0,0,0,19,2,0,0,0,0,0,0,20.4,25.2
2015,9,0,5,5.1,0,0,3.6,0.2,0.3,1.5,13.7,34.5,2,30,0,2.7,0,13.6,2.8,30.7,0,33.8,4.1,2.1,4.5,6.8,1.7,23.8,12,1.8,15.1,NaN
2015,10,38.5,0.3,0.1,4.1,12.5,0.4,1,8.5,0.5,0,48.5,1.6,15.2,6.4,17.7,13.9,3.9,25,6.3,3.2,3.8,4.7,1.5,1.9,34.7,6.6,18.7,7.1,0,8.3,0.1
2015,11,0,26.7,3.9,25.2,12.8,5.1,0,14.7,0,32.5,6.3,0.5,6.3,3.1,23.1,49.9,0.4,4.7,0,7.9,9.7,3,0,0,0.5,0,0,0,0,0,NaN
2015,12,0,0,0,0,0,0.4,0,5.3,14.2,2.6,0,0,6.5,0.9,0,0,0.5,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0
2016,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
2016,3,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4,11.2,0,12.6,0,0,0,0,0,0,0,0,0,8.5,0.1,0,0,25.3,0,0,0,24,0,3.7,1.3,0,2.6,3.2,7.6,1,3.6,NaN
2016,5,0,2.1,0,0,6.2,27.4,0,0,12.9,0.3,5.2,0,0,0,3.7,11.6,2.9,0,0,0,0,0,0.9,2.7,1,3,1,11.2,4,10.5,47.1
2016,6,6.2,25.5,0.4,2.4,2.1,2.4,0,10.9,1.7,29,41,0,0,6.1,0.9,29,0,35,0,6,38.2,7.4,1.2,0.2,0,0.6,4.9,0,0,0.4,NaN
2016,7,0.5,2.2,0,0,0,0,6.7,0.1,0,1.2,7.8,4.8,0,0,0,41.5,0,4.5,6.7,7.3,0,6,39.1,0.1,0,0.7,0,0,25.9,0,0
2016,8,0,1.9,13.2,18.9,0,4.8,0,6.2,3.1,0,0.1,7.8,5,1.5,0,0.1,0,0,0.2,0.2,0.3,2.1,1,0,0.2,0,2.7,42.1,28.5,46.4,21.1
2016,9,16.9,2,0,6.1,0,0,0,11,0.3,1.6,6.7,36.5,0.1,0.7,4.5,29.5,0,0,0,0,11.1,0.6,0,7.6,11.9,22.8,0,6.2,0,1.7,NaN
2016,10,8.9,0.8,0.5,7.3,5.3,19.6,16.9,9.9,48.7,1.4,1.8,14.6,7.1,0.7,0,14.4,24.5,43,21.9,0,0.5,24.8,0.3,0,0.7,21.3,0.1,0,0,11.2,13.3
2016,11,14.9,0.1,2.3,0,0,0,0,0,0,0,4.4,13.1,4.8,0,1.9,4.1,4.3,11,50.2,2.5,0,0,8.2,6.3,0.1,0.7,5,0,0,0,NaN
2016,12,0.4,0,0.2,21.6,1,0,0,6.5,21.1,0,18.6,1.7,0.1,0,0,0,0,0,0,0,1.4,0,0,0,2.2,1.4,0,0,0,0,0
2017,1,0.2,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN
2017,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
